id,rating
nwe,35.32
pit,30.60
phi,29.00
clt,28.71
nyj,27.50
rav,26.11
sdg,25.84
buf,25.73
cin,22.95
den,22.04
jax,21.51
kan,21.31
atl,20.27
min,19.67
gnb,19.37
htx,18.71
car,17.49
nyg,17.13
sea,17.08
cle,16.99
was,16.83
ram,16.63
mia,16.34
det,16.11
dal,15.92
nor,15.90
rai,15.42
crd,15.39
oti,14.52
tam,14.08
chi,12.97
sfo,6.57
