id,rating
gnb,32.36
nwe,32.31
pit,30.47
nyj,28.31
rav,28.23
atl,25.84
chi,25.03
phi,23.37
nyg,22.95
nor,21.82
clt,21.60
tam,21.31
sdg,21.01
det,20.91
mia,20.77
min,18.68
rai,18.14
oti,17.87
kan,17.71
cle,17.45
dal,17.43
htx,17.18
was,17.13
cin,16.98
jax,16.37
buf,16.06
sea,15.18
ram,14.37
sfo,13.91
den,11.12
crd,9.98
car,8.15
