id,rating
tam,30.39
rai,28.09
phi,26.76
atl,24.46
mia,23.94
gnb,23.92
den,23.53
nyj,23.34
pit,23.32
oti,22.86
nwe,22.84
kan,22.62
nor,22.34
sfo,21.57
nyg,21.18
cle,21.18
clt,20.55
sdg,19.91
buf,19.74
sea,18.64
rav,18.35
car,18.15
ram,17.99
jax,17.41
was,17.07
min,16.78
chi,14.33
dal,13.15
crd,13.14
htx,11.55
det,11.28
cin,9.62
