id,rating
sea,34.83
sfo,31.02
den,28.76
nor,27.74
car,26.86
nwe,25.88
crd,25.51
kan,25.29
sdg,24.84
clt,24.07
cin,22.16
phi,21.67
ram,21.14
dal,20.00
gnb,19.19
mia,19.12
oti,19.11
pit,17.90
det,17.56
atl,17.10
rav,17.06
chi,16.68
buf,16.49
tam,16.34
nyg,15.84
nyj,15.54
min,14.96
rai,13.46
was,11.75
htx,11.25
cle,10.68
jax,10.20
