id,rating
nor,32.18
clt,29.86
min,27.91
nyj,27.69
sdg,25.99
nwe,25.89
dal,25.65
rav,25.58
atl,24.30
gnb,24.19
phi,23.79
car,22.87
htx,22.49
mia,21.43
crd,21.37
pit,21.24
cin,21.07
nyg,20.52
den,20.27
sfo,20.21
oti,19.76
buf,18.18
chi,16.48
jax,16.20
tam,13.06
was,12.84
cle,12.66
rai,12.56
kan,11.93
sea,11.61
det,6.41
ram,3.82
