id,rating
nwe,32.16
sea,29.30
den,26.88
gnb,26.79
clt,26.43
rav,25.57
kan,24.73
dal,24.58
buf,23.69
phi,23.20
det,22.62
htx,21.89
mia,21.82
sdg,21.67
crd,21.57
pit,21.16
cin,20.71
car,19.17
sfo,19.16
ram,18.26
min,18.14
nor,17.47
nyg,17.20
cle,16.57
atl,16.04
chi,14.98
nyj,14.69
rai,12.13
was,11.96
tam,10.67
jax,10.22
oti,8.54
