id,date,week,home,away,homePts,awayPts
41,"Sep 22, 2013",3,nor,crd,31,7
42,"Sep 22, 2013",3,min,cle,27,31
43,"Sep 22, 2013",3,mia,atl,27,23
44,"Sep 22, 2013",3,sfo,clt,7,27
45,"Sep 22, 2013",3,nyj,buf,27,20
46,"Sep 22, 2013",3,sea,jax,45,17
47,"Sep 22, 2013",3,pit,chi,23,40
48,"Sep 23, 2013",3,den,rai,37,21
49,"Sep 26, 2013",4,ram,sfo,11,35
50,"Sep 29, 2013",4,buf,rav,23,20
51,"Sep 29, 2013",4,kan,nyg,31,7
52,"Sep 29, 2013",4,tam,crd,10,13
53,"Sep 29, 2013",4,htx,sea,20,23
54,"Sep 29, 2013",4,det,chi,40,32
55,"Sep 29, 2013",4,jax,clt,3,37
56,"Sep 29, 2013",4,cle,cin,17,6
57,"Sep 29, 2013",4,min,pit,34,27
58,"Sep 29, 2013",4,oti,nyj,38,13
59,"Sep 29, 2013",4,sdg,dal,30,21
60,"Sep 29, 2013",4,rai,was,14,24
61,"Sep 29, 2013",4,den,phi,52,20
62,"Sep 29, 2013",4,atl,nwe,23,30
63,"Sep 30, 2013",4,nor,mia,38,17
64,"Oct 3, 2013",5,cle,buf,37,24
65,"Oct 6, 2013",5,ram,jax,34,20
66,"Oct 6, 2013",5,cin,nwe,13,6
67,"Oct 6, 2013",5,chi,nor,18,26
68,"Oct 6, 2013",5,nyg,phi,21,36
69,"Oct 6, 2013",5,mia,rav,23,26
70,"Oct 6, 2013",5,gnb,det,22,9
71,"Oct 6, 2013",5,oti,kan,17,26
72,"Oct 6, 2013",5,clt,sea,34,28
73,"Oct 6, 2013",5,crd,car,22,6
74,"Oct 6, 2013",5,dal,den,48,51
75,"Oct 6, 2013",5,sfo,htx,34,3
76,"Oct 6, 2013",5,rai,sdg,27,17
77,"Oct 7, 2013",5,atl,nyj,28,30
78,"Oct 10, 2013",6,chi,nyg,27,21
79,"Oct 13, 2013",6,cle,det,17,31
80,"Oct 13, 2013",6,buf,cin,24,27
81,"Oct 13, 2013",6,rav,gnb,17,19
82,"Oct 13, 2013",6,kan,rai,24,7
83,"Oct 13, 2013",6,tam,phi,20,31
84,"Oct 13, 2013",6,nyj,pit,6,19
85,"Oct 13, 2013",6,htx,ram,13,38
86,"Oct 13, 2013",6,min,car,10,35
87,"Oct 13, 2013",6,den,jax,35,19
88,"Oct 13, 2013",6,sea,oti,20,13
89,"Oct 13, 2013",6,sfo,crd,32,20
90,"Oct 13, 2013",6,nwe,nor,30,27
91,"Oct 13, 2013",6,dal,was,31,16
92,"Oct 14, 2013",6,sdg,clt,19,9
93,"Oct 17, 2013",7,crd,sea,22,34
94,"Oct 20, 2013",7,atl,tam,31,23
95,"Oct 20, 2013",7,phi,dal,3,17
96,"Oct 20, 2013",7,mia,buf,21,23
97,"Oct 20, 2013",7,jax,sdg,6,24
98,"Oct 20, 2013",7,det,cin,24,27
99,"Oct 20, 2013",7,car,ram,30,15
100,"Oct 20, 2013",7,nyj,nwe,30,27
101,"Oct 20, 2013",7,was,chi,45,41
102,"Oct 20, 2013",7,oti,sfo,17,31
103,"Oct 20, 2013",7,pit,rav,19,16
104,"Oct 20, 2013",7,gnb,cle,31,13
105,"Oct 20, 2013",7,kan,htx,17,16
106,"Oct 20, 2013",7,clt,den,39,33
107,"Oct 21, 2013",7,nyg,min,23,7
108,"Oct 24, 2013",8,tam,car,13,31
109,"Oct 27, 2013",8,phi,nyg,7,15
110,"Oct 27, 2013",8,nwe,mia,27,17
111,"Oct 27, 2013",8,nor,buf,35,17
112,"Oct 27, 2013",8,kan,cle,23,17
113,"Oct 27, 2013",8,det,dal,31,30
114,"Oct 27, 2013",8,jax,sfo,10,42
115,"Oct 27, 2013",8,rai,pit,21,18
116,"Oct 27, 2013",8,cin,nyj,49,9
117,"Oct 27, 2013",8,crd,atl,27,13
118,"Oct 27, 2013",8,den,was,45,21
119,"Oct 27, 2013",8,min,gnb,31,44
120,"Oct 28, 2013",8,ram,sea,9,14
121,"Oct 31, 2013",9,mia,cin,22,20
122,"Nov 3, 2013",9,ram,oti,21,28
123,"Nov 3, 2013",9,buf,kan,13,23
124,"Nov 3, 2013",9,car,atl,34,10
125,"Nov 3, 2013",9,was,sdg,30,24
126,"Nov 3, 2013",9,dal,min,27,23
127,"Nov 3, 2013",9,nyj,nor,26,20
128,"Nov 3, 2013",9,sea,tam,27,24
129,"Nov 3, 2013",9,rai,phi,20,49
130,"Nov 3, 2013",9,nwe,pit,55,31
131,"Nov 3, 2013",9,cle,rav,24,18
132,"Nov 3, 2013",9,htx,clt,24,27
133,"Nov 4, 2013",9,gnb,chi,20,27
134,"Nov 7, 2013",10,min,was,34,27
135,"Nov 10, 2013",10,rav,cin,20,17
136,"Nov 10, 2013",10,pit,buf,23,10
137,"Nov 10, 2013",10,oti,jax,27,29
138,"Nov 10, 2013",10,gnb,phi,13,27
139,"Nov 10, 2013",10,chi,det,19,21
140,"Nov 10, 2013",10,atl,sea,10,33
141,"Nov 10, 2013",10,nyg,rai,24,20
142,"Nov 10, 2013",10,clt,ram,8,38
143,"Nov 10, 2013",10,sfo,car,9,10
144,"Nov 10, 2013",10,sdg,den,20,28
145,"Nov 10, 2013",10,crd,htx,27,24
146,"Nov 10, 2013",10,nor,dal,49,17
147,"Nov 11, 2013",10,tam,mia,22,19
148,"Nov 14, 2013",11,oti,clt,27,30
149,"Nov 17, 2013",11,chi,rav,23,20
150,"Nov 17, 2013",11,buf,nyj,37,14
151,"Nov 17, 2013",11,pit,det,37,27
152,"Nov 17, 2013",11,phi,was,24,16
153,"Nov 17, 2013",11,cin,cle,41,20
154,"Nov 17, 2013",11,tam,atl,41,28
155,"Nov 17, 2013",11,htx,rai,23,28
156,"Nov 17, 2013",11,jax,crd,14,27
157,"Nov 17, 2013",11,mia,sdg,20,16
158,"Nov 17, 2013",11,nyg,gnb,27,13
159,"Nov 17, 2013",11,nor,sfo,23,20
160,"Nov 17, 2013",11,sea,min,41,20
161,"Nov 17, 2013",11,den,kan,27,17
162,"Nov 18, 2013",11,car,nwe,24,20
163,"Nov 21, 2013",12,atl,nor,13,17
164,"Nov 24, 2013",12,ram,chi,42,21
165,"Nov 24, 2013",12,rav,nyj,19,3
166,"Nov 24, 2013",12,htx,jax,6,13
167,"Nov 24, 2013",12,gnb,min,26,26
168,"Nov 24, 2013",12,cle,pit,11,27
169,"Nov 24, 2013",12,mia,car,16,20
170,"Nov 24, 2013",12,kan,sdg,38,41
171,"Nov 24, 2013",12,det,tam,21,24
172,"Nov 24, 2013",12,crd,clt,40,11
173,"Nov 24, 2013",12,rai,oti,19,23
174,"Nov 24, 2013",12,nyg,dal,21,24
175,"Nov 24, 2013",12,nwe,den,34,31
176,"Nov 25, 2013",12,was,sfo,6,27
177,"Nov 28, 2013",13,det,gnb,40,10
178,"Nov 28, 2013",13,dal,rai,31,24
179,"Nov 28, 2013",13,rav,pit,22,20
180,"Dec 1, 2013",13,phi,crd,24,21
181,"Dec 1, 2013",13,nyj,mia,3,23
182,"Dec 1, 2013",13,htx,nwe,31,34
183,"Dec 1, 2013",13,clt,oti,22,14
184,"Dec 1, 2013",13,cle,jax,28,32
185,"Dec 1, 2013",13,car,tam,27,6
186,"Dec 1, 2013",13,min,chi,23,20
187,"Dec 1, 2013",13,sfo,ram,23,13
188,"Dec 1, 2013",13,buf,atl,31,34
189,"Dec 1, 2013",13,sdg,cin,10,17
190,"Dec 1, 2013",13,kan,den,28,35
191,"Dec 1, 2013",13,was,nyg,17,24
192,"Dec 2, 2013",13,sea,nor,34,7
193,"Dec 5, 2013",14,jax,htx,27,20
194,"Dec 8, 2013",14,cin,clt,42,28
195,"Dec 8, 2013",14,tam,buf,27,6
196,"Dec 8, 2013",14,pit,mia,28,34
197,"Dec 8, 2013",14,phi,det,34,20
198,"Dec 8, 2013",14,nyj,rai,37,27
199,"Dec 8, 2013",14,nwe,cle,27,26
200,"Dec 8, 2013",14,gnb,atl,22,21
201,"Dec 8, 2013",14,was,kan,10,45
202,"Dec 8, 2013",14,rav,min,29,26
203,"Dec 8, 2013",14,den,oti,51,28
204,"Dec 8, 2013",14,crd,ram,30,10
205,"Dec 8, 2013",14,sdg,nyg,37,14
206,"Dec 8, 2013",14,sfo,sea,19,17
207,"Dec 8, 2013",14,nor,car,31,13
208,"Dec 9, 2013",14,chi,dal,45,28
209,"Dec 12, 2013",15,den,sdg,20,27
210,"Dec 15, 2013",15,tam,sfo,14,33
211,"Dec 15, 2013",15,min,phi,48,30
212,"Dec 15, 2013",15,mia,nwe,24,20
213,"Dec 15, 2013",15,jax,buf,20,27
214,"Dec 15, 2013",15,clt,htx,25,3
215,"Dec 15, 2013",15,atl,was,27,26
216,"Dec 15, 2013",15,nyg,sea,0,23
217,"Dec 15, 2013",15,cle,chi,31,38
218,"Dec 15, 2013",15,car,nyj,30,20
219,"Dec 15, 2013",15,rai,kan,31,56
220,"Dec 15, 2013",15,ram,nor,27,16
221,"Dec 15, 2013",15,dal,gnb,36,37
222,"Dec 15, 2013",15,oti,crd,34,37
223,"Dec 15, 2013",15,pit,cin,30,20
224,"Dec 16, 2013",15,det,rav,16,18
225,"Dec 22, 2013",16,ram,tam,23,13
226,"Dec 22, 2013",16,cin,min,42,14
227,"Dec 22, 2013",16,buf,mia,19,0
228,"Dec 22, 2013",16,nyj,cle,24,13
229,"Dec 22, 2013",16,kan,clt,7,23
230,"Dec 22, 2013",16,jax,oti,16,20
231,"Dec 22, 2013",16,htx,den,13,37
232,"Dec 22, 2013",16,was,dal,23,24
233,"Dec 22, 2013",16,car,nor,17,13
234,"Dec 22, 2013",16,det,nyg,20,23
235,"Dec 22, 2013",16,sea,crd,10,17
236,"Dec 22, 2013",16,sdg,rai,26,13
237,"Dec 22, 2013",16,rav,nwe,7,41
238,"Dec 22, 2013",16,gnb,pit,31,38
239,"Dec 22, 2013",16,phi,chi,54,11
240,"Dec 23, 2013",16,sfo,atl,34,24
241,"Dec 29, 2013",17,cin,rav,34,17
242,"Dec 29, 2013",17,pit,cle,20,7
243,"Dec 29, 2013",17,oti,htx,16,10
244,"Dec 29, 2013",17,mia,nyj,7,20
245,"Dec 29, 2013",17,clt,jax,30,10
246,"Dec 29, 2013",17,nyg,was,20,6
247,"Dec 29, 2013",17,atl,car,20,21
248,"Dec 29, 2013",17,min,det,14,13
249,"Dec 29, 2013",17,chi,gnb,28,33
250,"Dec 29, 2013",17,rai,den,14,34
251,"Dec 29, 2013",17,nwe,buf,34,20
252,"Dec 29, 2013",17,nor,tam,42,17
253,"Dec 29, 2013",17,crd,sfo,20,23
254,"Dec 29, 2013",17,sea,ram,27,9
255,"Dec 29, 2013",17,sdg,kan,27,24
256,"Dec 29, 2013",17,dal,phi,22,24
