id,date,week,home,away,homePts,awayPts,homeWinProb
30,"Sep 16, 2018",2,den,rai,20,19,0.7236241218870434
31,"Sep 16, 2018",2,dal,nyg,20,13,0.690162579579709
32,"Sep 17, 2018",2,chi,sea,24,17,0.6117253356922334
33,"Sep 20, 2018",3,cle,nyj,21,17,0.7979630654180473
34,"Sep 23, 2018",3,car,cin,31,21,0.679869882570223
35,"Sep 23, 2018",3,atl,nor,37,43,0.365981985928669
36,"Sep 23, 2018",3,was,gnb,31,17,0.5201470691846214
37,"Sep 23, 2018",3,rav,den,27,14,0.7584651746114641
38,"Sep 23, 2018",3,phi,clt,20,16,0.5281352520375819
39,"Sep 23, 2018",3,min,buf,6,27,0.7570723498935834
40,"Sep 23, 2018",3,mia,rai,28,20,0.5570110053245974
41,"Sep 23, 2018",3,kan,sfo,38,27,0.8676207417618669
42,"Sep 23, 2018",3,jax,oti,6,9,0.43391018284318406
43,"Sep 23, 2018",3,htx,nyg,22,27,0.7371245747806404
44,"Sep 23, 2018",3,ram,sdg,35,23,0.6017249099596153
45,"Sep 23, 2018",3,sea,dal,24,13,0.6476264561438968
46,"Sep 23, 2018",3,crd,chi,14,16,0.15121001548936291
47,"Sep 23, 2018",3,det,nwe,26,10,0.2783675447751812
48,"Sep 24, 2018",3,tam,pit,27,30,0.35016905424680367
49,"Sep 27, 2018",4,ram,min,38,31,0.711824144392815
50,"Sep 30, 2018",4,chi,tam,48,10,0.7996331080778274
51,"Sep 30, 2018",4,atl,cin,36,37,0.6465223431775649
52,"Sep 30, 2018",4,oti,phi,26,23,0.5210351037237095
53,"Sep 30, 2018",4,nwe,mia,38,7,0.9167335917977889
54,"Sep 30, 2018",4,jax,nyj,31,12,0.7041700611498719
55,"Sep 30, 2018",4,gnb,buf,22,0,0.656413928137745
56,"Sep 30, 2018",4,dal,det,26,24,0.6656587824428424
57,"Sep 30, 2018",4,clt,htx,34,37,0.6002906386666729
58,"Sep 30, 2018",4,rai,cle,45,42,0.33867964913790227
59,"Sep 30, 2018",4,crd,sea,17,20,0.17748001515081524
60,"Sep 30, 2018",4,sdg,sfo,29,27,0.8265486227770266
61,"Sep 30, 2018",4,nyg,nor,18,33,0.3121998512955789
62,"Sep 30, 2018",4,pit,rav,14,26,0.5405376747038733
63,"Oct 1, 2018",4,den,kan,23,27,0.30072531567249783
64,"Oct 4, 2018",5,nwe,clt,38,24,0.6835811941745136
65,"Oct 7, 2018",5,car,nyg,33,31,0.6613203508620977
66,"Oct 7, 2018",5,buf,oti,13,12,0.36654116800072256
67,"Oct 7, 2018",5,pit,atl,41,17,0.7110629557824362
68,"Oct 7, 2018",5,nyj,den,34,16,0.3814593546694802
69,"Oct 7, 2018",5,kan,jax,30,14,0.8408175127977595
70,"Oct 7, 2018",5,det,gnb,31,23,0.593964003446218
71,"Oct 7, 2018",5,cle,rav,12,9,0.43303335676186505
72,"Oct 7, 2018",5,cin,mia,27,17,0.6909483210634214
73,"Oct 7, 2018",5,sdg,rai,26,10,0.8684148704596294
74,"Oct 7, 2018",5,sfo,crd,18,28,0.7258563592494205
75,"Oct 7, 2018",5,sea,ram,31,33,0.5056315360624987
76,"Oct 7, 2018",5,phi,min,21,23,0.6185406453305198
77,"Oct 7, 2018",5,htx,dal,19,16,0.62391026725703
78,"Oct 8, 2018",5,nor,was,43,19,0.8323883621670396
79,"Oct 11, 2018",6,nyg,phi,13,34,0.4017196125903387
80,"Oct 14, 2018",6,cin,pit,21,28,0.3446800120190291
81,"Oct 14, 2018",6,atl,tam,34,29,0.6409834321648328
82,"Oct 14, 2018",6,was,car,23,17,0.42865425425248016
83,"Oct 14, 2018",6,rai,sea,3,27,0.24807164311723506
84,"Oct 14, 2018",6,nyj,clt,42,34,0.2244957057980283
85,"Oct 14, 2018",6,min,crd,27,17,0.8559871865824573
86,"Oct 14, 2018",6,mia,chi,31,28,0.20582485998941957
87,"Oct 14, 2018",6,htx,buf,20,13,0.8027419983497951
88,"Oct 14, 2018",6,cle,sdg,14,38,0.4324489888683467
89,"Oct 14, 2018",6,den,ram,20,23,0.3343412175571576
90,"Oct 14, 2018",6,oti,rav,0,21,0.45121515725231615
91,"Oct 14, 2018",6,dal,jax,40,7,0.704939657238337
92,"Oct 14, 2018",6,nwe,kan,43,40,0.5922342148715135
93,"Oct 15, 2018",6,gnb,sfo,33,30,0.6351355235360234
94,"Oct 18, 2018",7,crd,den,10,45,0.3145700294902304
95,"Oct 21, 2018",7,sdg,oti,20,19,0.6841098869845585
96,"Oct 21, 2018",7,clt,buf,37,5,0.8232918639128877
97,"Oct 21, 2018",7,chi,nwe,31,38,0.4881454859061519
98,"Oct 21, 2018",7,tam,cle,26,23,0.45445280557109186
99,"Oct 21, 2018",7,phi,car,17,21,0.6426482828325668
100,"Oct 21, 2018",7,nyj,min,17,37,0.29943351718644423
101,"Oct 21, 2018",7,mia,det,21,32,0.3962694210382999
102,"Oct 21, 2018",7,jax,htx,7,20,0.3738359285703988
103,"Oct 21, 2018",7,rav,nor,23,24,0.5446636647539751
104,"Oct 21, 2018",7,was,dal,20,17,0.39741518513321583
105,"Oct 21, 2018",7,sfo,ram,10,39,0.25279795289984175
106,"Oct 21, 2018",7,kan,cin,45,10,0.8429699476132879
107,"Oct 22, 2018",7,atl,nyg,23,20,0.6272893633741239
108,"Oct 25, 2018",8,htx,mia,42,23,0.8429699476132879
109,"Oct 28, 2018",8,jax,phi,18,24,0.38543063529973687
110,"Oct 28, 2018",8,chi,nyj,24,10,0.8859205905949203
111,"Oct 28, 2018",8,car,rav,36,21,0.4263222838645574
112,"Oct 28, 2018",8,pit,cle,33,18,0.6729297071117306
113,"Oct 28, 2018",8,nyg,was,13,20,0.6165565357338524
114,"Oct 28, 2018",8,kan,den,30,23,0.8098817190991876
115,"Oct 28, 2018",8,det,sea,14,28,0.3919808556776465
116,"Oct 28, 2018",8,cin,tam,37,34,0.5646277195023274
117,"Oct 28, 2018",8,rai,clt,28,42,0.24385860852690333
118,"Oct 28, 2018",8,ram,gnb,29,27,0.8031543009565791
119,"Oct 28, 2018",8,crd,sfo,18,15,0.4031571035623389
120,"Oct 28, 2018",8,min,nor,20,30,0.4257396902190773
121,"Oct 29, 2018",8,buf,nwe,6,25,0.1913308253132377
122,"Nov 1, 2018",9,sfo,rai,34,3,0.6390377186001048
123,"Nov 4, 2018",9,car,tam,42,28,0.6745367157495842
124,"Nov 4, 2018",9,buf,chi,9,41,0.2527979528998417
125,"Nov 4, 2018",9,was,atl,14,38,0.4647735300777807
126,"Nov 4, 2018",9,rav,pit,16,23,0.6000036212723125
127,"Nov 4, 2018",9,min,det,24,9,0.6596878658184181
128,"Nov 4, 2018",9,mia,nyj,13,6,0.5818188287122312
129,"Nov 4, 2018",9,cle,kan,21,37,0.36514374665508026
130,"Nov 4, 2018",9,sea,sdg,17,25,0.5375878371855873
131,"Nov 4, 2018",9,den,htx,17,19,0.4202133086331595
132,"Nov 4, 2018",9,nor,ram,45,35,0.5640426318063716
133,"Nov 4, 2018",9,nwe,gnb,31,17,0.8420754372750268
134,"Nov 5, 2018",9,dal,oti,14,28,0.5771708222292978
135,"Nov 8, 2018",10,pit,car,52,21,0.6790722379159787
136,"Nov 11, 2018",10,cin,nor,14,51,0.2942916701291015
137,"Nov 11, 2018",10,chi,det,34,22,0.7689980394150234
138,"Nov 11, 2018",10,tam,was,3,16,0.6025848148667842
139,"Nov 11, 2018",10,oti,nwe,34,10,0.3615188636606135
140,"Nov 11, 2018",10,nyj,buf,10,41,0.49733236156732796
141,"Nov 11, 2018",10,kan,crd,26,14,0.9379721425771723
142,"Nov 11, 2018",10,clt,jax,29,26,0.7743900006744042
143,"Nov 11, 2018",10,cle,atl,28,16,0.6125791813390714
144,"Nov 11, 2018",10,rai,sdg,6,20,0.22249786839253916
145,"Nov 11, 2018",10,ram,sea,36,31,0.6334588319992772
146,"Nov 11, 2018",10,gnb,mia,31,12,0.7115705199899836
147,"Nov 11, 2018",10,phi,dal,20,27,0.6122946264004637
148,"Nov 12, 2018",10,sfo,nyg,23,27,0.5071133785325671
149,"Nov 15, 2018",11,sea,gnb,27,24,0.7547413515443334
150,"Nov 18, 2018",11,atl,dal,19,22,0.5023712378711032
151,"Nov 18, 2018",11,was,htx,21,23,0.3452274702232715
152,"Nov 18, 2018",11,rav,cin,24,21,0.7969150713053674
153,"Nov 18, 2018",11,nyg,tam,38,35,0.5847180842759508
154,"Nov 18, 2018",11,jax,pit,16,20,0.3479696017860728
155,"Nov 18, 2018",11,det,car,20,19,0.5029640375216734
156,"Nov 18, 2018",11,clt,oti,38,10,0.6588704972786673
157,"Nov 18, 2018",11,sdg,den,22,23,0.7589284839750955
158,"Nov 18, 2018",11,crd,rai,21,23,0.473343283658135
159,"Nov 18, 2018",11,nor,phi,48,7,0.6621354606445902
160,"Nov 18, 2018",11,chi,min,25,20,0.6919946184233806
161,"Nov 19, 2018",11,ram,kan,54,51,0.5331592525021176
162,"Nov 22, 2018",12,det,chi,16,23,0.3518219528505036
163,"Nov 22, 2018",12,dal,was,31,23,0.7307847770189909
164,"Nov 22, 2018",12,nor,atl,31,17,0.7573047886971476
165,"Nov 25, 2018",12,tam,sfo,27,9,0.6182573903921182
166,"Nov 25, 2018",12,rav,rai,34,17,0.868097614427753
167,"Nov 25, 2018",12,phi,nyg,25,22,0.7270926309901342
168,"Nov 25, 2018",12,nyj,nwe,13,27,0.14519602587027525
169,"Nov 25, 2018",12,cin,cle,20,35,0.4485685742343332
170,"Nov 25, 2018",12,car,sea,27,30,0.45857780156478656
171,"Nov 25, 2018",12,buf,jax,24,21,0.501185624171431
172,"Nov 25, 2018",12,sdg,crd,45,10,0.9136170793077534
173,"Nov 25, 2018",12,den,pit,24,17,0.39340894807596816
174,"Nov 25, 2018",12,clt,mia,27,24,0.8606548801841201
175,"Nov 25, 2018",12,min,gnb,24,17,0.6814626774592831
176,"Nov 26, 2018",12,htx,oti,34,17,0.6303782934468326
177,"Nov 29, 2018",13,dal,nor,13,10,0.43215686023987465
178,"Dec 2, 2018",13,cin,den,10,24,0.5192589346365211
179,"Dec 2, 2018",13,atl,rav,16,26,0.3908394275758694
180,"Dec 2, 2018",13,tam,car,24,17,0.46123197051880116
181,"Dec 2, 2018",13,nyg,chi,30,27,0.32680223431896194
182,"Dec 2, 2018",13,mia,buf,21,17,0.5088914581299528
183,"Dec 2, 2018",13,jax,clt,6,0,0.3452274702232716
184,"Dec 2, 2018",13,htx,cle,29,13,0.6476264561438968
185,"Dec 2, 2018",13,gnb,crd,17,20,0.7788283713315235
186,"Dec 2, 2018",13,det,ram,16,30,0.33083242933175544
187,"Dec 2, 2018",13,rai,kan,33,40,0.17402330621731843
188,"Dec 2, 2018",13,oti,nyj,26,22,0.8106874525269553
189,"Dec 2, 2018",13,sea,sfo,43,16,0.8043880743704301
190,"Dec 2, 2018",13,nwe,min,24,10,0.7607768799036437
191,"Dec 2, 2018",13,pit,sdg,30,33,0.5399478804457787
192,"Dec 3, 2018",13,phi,was,28,13,0.7651356170201375
193,"Dec 6, 2018",14,oti,jax,30,9,0.6990160231381761
194,"Dec 9, 2018",14,buf,nyj,23,27,0.6412610943069124
195,"Dec 9, 2018",14,was,nyg,16,40,0.5234026734371219
196,"Dec 9, 2018",14,tam,nor,14,28,0.29943351718644423
197,"Dec 9, 2018",14,mia,nwe,34,33,0.15190773126327506
198,"Dec 9, 2018",14,kan,rav,27,24,0.6382027351961548
199,"Dec 9, 2018",14,htx,clt,21,24,0.5402427886444858
200,"Dec 9, 2018",14,gnb,atl,34,20,0.5154093033415096
201,"Dec 9, 2018",14,cle,car,26,20,0.5771708222292979
202,"Dec 9, 2018",14,sfo,den,20,14,0.4760055599172159
203,"Dec 9, 2018",14,sdg,cin,26,21,0.7973346578674462
204,"Dec 9, 2018",14,rai,pit,24,21,0.24619440367029521
205,"Dec 9, 2018",14,dal,phi,29,23,0.5278395752595947
206,"Dec 9, 2018",14,crd,det,3,17,0.31800713335009057
207,"Dec 9, 2018",14,chi,ram,15,6,0.5479021603338344
208,"Dec 10, 2018",14,sea,min,21,7,0.6536766421985413
209,"Dec 13, 2018",15,kan,sdg,28,29,0.6376457135560496
210,"Dec 15, 2018",15,nyj,htx,22,29,0.24807164311723495
211,"Dec 15, 2018",15,den,cle,16,17,0.5
212,"Dec 16, 2018",15,rav,tam,20,12,0.7926907519527178
213,"Dec 16, 2018",15,nyg,oti,0,17,0.4506268360208856
214,"Dec 16, 2018",15,min,mia,41,17,0.802948214917311
215,"Dec 16, 2018",15,jax,was,13,16,0.6002906386666729
216,"Dec 16, 2018",15,clt,dal,23,0,0.6525794665271243
217,"Dec 16, 2018",15,cin,rai,30,16,0.6788061723573698
218,"Dec 16, 2018",15,chi,gnb,24,17,0.7869062578817205
219,"Dec 16, 2018",15,buf,det,14,13,0.45710405316179076
220,"Dec 16, 2018",15,atl,crd,40,14,0.8178441250046233
221,"Dec 16, 2018",15,sfo,sea,26,23,0.30774405045043496
222,"Dec 16, 2018",15,pit,nwe,17,10,0.448274648492654
223,"Dec 16, 2018",15,ram,phi,23,30,0.6680895075351878
224,"Dec 17, 2018",15,car,nor,9,12,0.40085775451479755
225,"Dec 22, 2018",16,oti,was,25,16,0.7251132706285052
226,"Dec 22, 2018",16,sdg,rav,10,22,0.5710540724869311
227,"Dec 23, 2018",16,car,atl,10,24,0.6060194120036578
228,"Dec 23, 2018",16,phi,htx,32,30,0.558477484855334
229,"Dec 23, 2018",16,nyj,gnb,38,44,0.40834278290936576
230,"Dec 23, 2018",16,nwe,buf,24,12,0.8903042285324789
231,"Dec 23, 2018",16,mia,jax,7,17,0.4394707942674707
232,"Dec 23, 2018",16,det,min,9,27,0.4774850729037013
233,"Dec 23, 2018",16,dal,tam,27,20,0.7028853562678581
234,"Dec 23, 2018",16,clt,nyg,28,27,0.7614680266742407
235,"Dec 23, 2018",16,cle,cin,26,18,0.6859573421676393
236,"Dec 23, 2018",16,sfo,chi,9,14,0.2714275016348887
237,"Dec 23, 2018",16,crd,ram,9,31,0.13819446163838667
238,"Dec 23, 2018",16,nor,pit,31,28,0.6250377030811454
239,"Dec 23, 2018",16,sea,kan,38,31,0.4680224199273576
240,"Dec 24, 2018",16,rai,den,27,14,0.40574787573187526
241,"Dec 30, 2018",17,gnb,det,0,31,0.54672488277938
242,"Dec 30, 2018",17,buf,mia,42,17,0.6303782934468325
243,"Dec 30, 2018",17,tam,atl,32,34,0.49762876212889695
244,"Dec 30, 2018",17,nyg,dal,35,36,0.44386925873504396
245,"Dec 30, 2018",17,nwe,nyj,38,3,0.9210849314770975
246,"Dec 30, 2018",17,nor,car,14,33,0.7278330646303164
247,"Dec 30, 2018",17,htx,jax,20,3,0.7507512159234163
248,"Dec 30, 2018",17,den,sdg,9,23,0.3640270964921603
249,"Dec 30, 2018",17,was,phi,0,24,0.35652030658187356
250,"Dec 30, 2018",17,sea,crd,27,24,0.8997549245108547
251,"Dec 30, 2018",17,rav,cle,26,24,0.699791705524795
252,"Dec 30, 2018",17,ram,sfo,48,32,0.8463386359021997
253,"Dec 30, 2018",17,pit,cin,16,13,0.774836093215984
254,"Dec 30, 2018",17,min,chi,10,24,0.441815747587422
255,"Dec 30, 2018",17,kan,rai,35,3,0.902086096663759
256,"Dec 30, 2018",17,oti,clt,17,33,0.4783729309837684
