id,date,week,home,away,homePts,awayPts
44,"Sep 25, 2016",3,phi,pit,34,3
45,"Sep 25, 2016",3,clt,sdg,26,22
46,"Sep 25, 2016",3,kan,nyj,24,3
47,"Sep 25, 2016",3,dal,chi,31,17
48,"Sep 26, 2016",3,nor,atl,32,45
49,"Sep 29, 2016",4,cin,mia,22,7
50,"Oct 2, 2016",4,jax,clt,30,27
51,"Oct 2, 2016",4,chi,det,17,14
52,"Oct 2, 2016",4,rav,rai,27,28
53,"Oct 2, 2016",4,nwe,buf,0,16
54,"Oct 2, 2016",4,htx,oti,27,20
55,"Oct 2, 2016",4,nyj,sea,17,27
56,"Oct 2, 2016",4,atl,car,48,33
57,"Oct 2, 2016",4,was,cle,31,20
58,"Oct 2, 2016",4,tam,den,7,27
59,"Oct 2, 2016",4,sfo,dal,17,24
60,"Oct 2, 2016",4,sdg,nor,34,35
61,"Oct 2, 2016",4,crd,ram,13,17
62,"Oct 2, 2016",4,pit,kan,43,14
63,"Oct 3, 2016",4,min,nyg,24,10
64,"Oct 6, 2016",5,sfo,crd,21,33
65,"Oct 9, 2016",5,clt,chi,29,23
66,"Oct 9, 2016",5,cle,nwe,13,33
67,"Oct 9, 2016",5,pit,nyj,31,13
68,"Oct 9, 2016",5,mia,oti,17,30
69,"Oct 9, 2016",5,det,phi,24,23
70,"Oct 9, 2016",5,rav,was,10,16
71,"Oct 9, 2016",5,min,htx,31,13
72,"Oct 9, 2016",5,den,atl,16,23
73,"Oct 9, 2016",5,ram,buf,19,30
74,"Oct 9, 2016",5,rai,sdg,34,31
75,"Oct 9, 2016",5,dal,cin,28,14
76,"Oct 9, 2016",5,gnb,nyg,23,16
77,"Oct 10, 2016",5,car,tam,14,17
78,"Oct 13, 2016",6,sdg,den,21,13
79,"Oct 16, 2016",6,chi,jax,16,17
80,"Oct 16, 2016",6,buf,sfo,45,16
81,"Oct 16, 2016",6,oti,cle,28,26
82,"Oct 16, 2016",6,nyg,rav,27,23
83,"Oct 16, 2016",6,nwe,cin,35,17
84,"Oct 16, 2016",6,mia,pit,30,15
85,"Oct 16, 2016",6,det,ram,31,28
86,"Oct 16, 2016",6,was,phi,27,20
87,"Oct 16, 2016",6,nor,car,41,38
88,"Oct 16, 2016",6,rai,kan,10,26
89,"Oct 16, 2016",6,gnb,dal,16,30
90,"Oct 16, 2016",6,sea,atl,26,24
91,"Oct 16, 2016",6,htx,clt,26,23
92,"Oct 17, 2016",6,crd,nyj,28,3
93,"Oct 20, 2016",7,gnb,chi,26,10
94,"Oct 23, 2016",7,ram,nyg,10,17
95,"Oct 23, 2016",7,cin,cle,31,17
96,"Oct 23, 2016",7,phi,min,21,10
97,"Oct 23, 2016",7,oti,clt,26,34
98,"Oct 23, 2016",7,mia,buf,28,25
99,"Oct 23, 2016",7,jax,rai,16,33
100,"Oct 23, 2016",7,det,was,20,17
101,"Oct 23, 2016",7,kan,nor,27,21
102,"Oct 23, 2016",7,nyj,rav,24,16
103,"Oct 23, 2016",7,atl,sdg,30,33
104,"Oct 23, 2016",7,sfo,tam,17,34
105,"Oct 23, 2016",7,pit,nwe,16,27
106,"Oct 23, 2016",7,crd,sea,6,6
107,"Oct 24, 2016",7,den,htx,27,9
108,"Oct 27, 2016",8,oti,jax,36,22
109,"Oct 30, 2016",8,cin,was,27,27
110,"Oct 30, 2016",8,car,crd,30,20
111,"Oct 30, 2016",8,buf,nwe,25,41
112,"Oct 30, 2016",8,tam,rai,24,30
113,"Oct 30, 2016",8,clt,kan,14,30
114,"Oct 30, 2016",8,cle,nyj,28,31
115,"Oct 30, 2016",8,nor,sea,25,20
116,"Oct 30, 2016",8,htx,det,20,13
117,"Oct 30, 2016",8,den,sdg,27,19
118,"Oct 30, 2016",8,atl,gnb,33,32
119,"Oct 30, 2016",8,dal,phi,29,23
120,"Oct 31, 2016",8,chi,min,20,10
121,"Nov 3, 2016",9,tam,atl,28,43
122,"Nov 6, 2016",9,cle,dal,10,35
123,"Nov 6, 2016",9,rav,pit,21,14
124,"Nov 6, 2016",9,nyg,phi,28,23
125,"Nov 6, 2016",9,min,det,16,22
126,"Nov 6, 2016",9,mia,nyj,27,23
127,"Nov 6, 2016",9,kan,jax,19,14
128,"Nov 6, 2016",9,sfo,nor,23,41
129,"Nov 6, 2016",9,ram,car,10,13
130,"Nov 6, 2016",9,gnb,clt,26,31
131,"Nov 6, 2016",9,sdg,oti,43,35
132,"Nov 6, 2016",9,rai,den,30,20
133,"Nov 7, 2016",9,sea,buf,31,25
134,"Nov 10, 2016",10,rav,cle,28,7
135,"Nov 13, 2016",10,car,kan,17,20
136,"Nov 13, 2016",10,was,min,26,20
137,"Nov 13, 2016",10,tam,chi,36,10
138,"Nov 13, 2016",10,phi,atl,24,15
139,"Nov 13, 2016",10,oti,gnb,47,25
140,"Nov 13, 2016",10,nyj,ram,6,9
141,"Nov 13, 2016",10,nor,den,23,25
142,"Nov 13, 2016",10,jax,htx,21,24
143,"Nov 13, 2016",10,sdg,mia,24,31
144,"Nov 13, 2016",10,crd,sfo,23,20
145,"Nov 13, 2016",10,pit,dal,30,35
146,"Nov 13, 2016",10,nwe,sea,24,31
147,"Nov 14, 2016",10,nyg,cin,21,20
148,"Nov 17, 2016",11,car,nor,23,20
149,"Nov 20, 2016",11,cle,pit,9,24
150,"Nov 20, 2016",11,cin,buf,12,16
151,"Nov 20, 2016",11,nyg,chi,22,16
152,"Nov 20, 2016",11,min,crd,30,24
153,"Nov 20, 2016",11,kan,tam,17,19
154,"Nov 20, 2016",11,det,jax,26,19
155,"Nov 20, 2016",11,dal,rav,27,17
156,"Nov 20, 2016",11,clt,oti,24,17
157,"Nov 20, 2016",11,ram,mia,10,14
158,"Nov 20, 2016",11,sfo,nwe,17,30
159,"Nov 20, 2016",11,sea,phi,26,15
160,"Nov 20, 2016",11,was,gnb,42,24
161,"Nov 21, 2016",11,rai,htx,27,20
162,"Nov 24, 2016",12,det,min,16,13
163,"Nov 24, 2016",12,dal,was,31,26
164,"Nov 24, 2016",12,clt,pit,7,28
165,"Nov 27, 2016",12,rav,cin,19,14
166,"Nov 27, 2016",12,nor,ram,49,21
167,"Nov 27, 2016",12,mia,sfo,31,24
168,"Nov 27, 2016",12,htx,sdg,13,21
169,"Nov 27, 2016",12,cle,nyg,13,27
170,"Nov 27, 2016",12,chi,oti,21,27
171,"Nov 27, 2016",12,buf,jax,28,21
172,"Nov 27, 2016",12,atl,crd,38,19
173,"Nov 27, 2016",12,tam,sea,14,5
174,"Nov 27, 2016",12,rai,car,35,32
175,"Nov 27, 2016",12,nyj,nwe,17,22
176,"Nov 27, 2016",12,den,kan,27,30
177,"Nov 28, 2016",12,phi,gnb,13,27
178,"Dec 1, 2016",13,min,dal,15,17
179,"Dec 4, 2016",13,chi,sfo,26,6
180,"Dec 4, 2016",13,atl,kan,28,29
181,"Dec 4, 2016",13,rav,mia,38,6
182,"Dec 4, 2016",13,nwe,ram,26,10
183,"Dec 4, 2016",13,nor,det,13,28
184,"Dec 4, 2016",13,jax,den,10,20
185,"Dec 4, 2016",13,gnb,htx,21,13
186,"Dec 4, 2016",13,cin,phi,32,14
187,"Dec 4, 2016",13,rai,buf,38,24
188,"Dec 4, 2016",13,sdg,tam,21,28
189,"Dec 4, 2016",13,pit,nyg,24,14
190,"Dec 4, 2016",13,crd,was,31,23
191,"Dec 4, 2016",13,sea,car,40,7
192,"Dec 5, 2016",13,nyj,clt,10,41
193,"Dec 8, 2016",14,kan,rai,21,13
194,"Dec 11, 2016",14,car,sdg,28,16
195,"Dec 11, 2016",14,buf,pit,20,27
196,"Dec 11, 2016",14,phi,was,22,27
197,"Dec 11, 2016",14,oti,den,13,10
198,"Dec 11, 2016",14,mia,crd,26,23
199,"Dec 11, 2016",14,jax,min,16,25
200,"Dec 11, 2016",14,det,chi,20,17
201,"Dec 11, 2016",14,clt,htx,17,22
202,"Dec 11, 2016",14,cle,cin,10,23
203,"Dec 11, 2016",14,sfo,nyj,17,23
204,"Dec 11, 2016",14,tam,nor,16,11
205,"Dec 11, 2016",14,ram,atl,14,42
206,"Dec 11, 2016",14,gnb,sea,38,10
207,"Dec 11, 2016",14,nyg,dal,10,7
208,"Dec 12, 2016",14,nwe,rav,30,23
209,"Dec 15, 2016",15,sea,ram,24,3
210,"Dec 17, 2016",15,nyj,mia,13,34
211,"Dec 18, 2016",15,rav,phi,27,26
212,"Dec 18, 2016",15,nyg,det,17,6
213,"Dec 18, 2016",15,min,clt,6,34
214,"Dec 18, 2016",15,kan,oti,17,19
215,"Dec 18, 2016",15,htx,jax,21,20
216,"Dec 18, 2016",15,cin,pit,20,24
217,"Dec 18, 2016",15,chi,gnb,27,30
218,"Dec 18, 2016",15,buf,cle,33,13
219,"Dec 18, 2016",15,atl,sfo,41,13
220,"Dec 18, 2016",15,crd,nor,41,48
221,"Dec 18, 2016",15,sdg,rai,16,19
222,"Dec 18, 2016",15,den,nwe,3,16
223,"Dec 18, 2016",15,dal,tam,26,20
224,"Dec 19, 2016",15,was,car,15,26
225,"Dec 22, 2016",16,phi,nyg,24,19
226,"Dec 24, 2016",16,car,atl,16,33
227,"Dec 24, 2016",16,buf,mia,31,34
228,"Dec 24, 2016",16,nwe,nyj,41,3
229,"Dec 24, 2016",16,jax,oti,38,17
230,"Dec 24, 2016",16,gnb,min,38,25
231,"Dec 24, 2016",16,cle,sdg,20,17
232,"Dec 24, 2016",16,chi,was,21,41
233,"Dec 24, 2016",16,rai,clt,33,25
234,"Dec 24, 2016",16,sea,crd,31,34
235,"Dec 24, 2016",16,ram,sfo,21,22
236,"Dec 24, 2016",16,nor,tam,31,24
237,"Dec 24, 2016",16,htx,cin,12,10
238,"Dec 25, 2016",16,pit,rav,31,27
239,"Dec 25, 2016",16,kan,den,33,10
240,"Dec 26, 2016",16,dal,det,42,21
241,"Jan 1, 2017",17,clt,jax,24,20
242,"Jan 1, 2017",17,cin,rav,27,10
243,"Jan 1, 2017",17,tam,car,17,16
244,"Jan 1, 2017",17,pit,cle,27,24
245,"Jan 1, 2017",17,phi,dal,27,13
246,"Jan 1, 2017",17,oti,htx,24,17
247,"Jan 1, 2017",17,nyj,buf,30,10
248,"Jan 1, 2017",17,min,chi,38,10
249,"Jan 1, 2017",17,mia,nwe,14,35
250,"Jan 1, 2017",17,atl,nor,38,32
251,"Jan 1, 2017",17,was,nyg,10,19
252,"Jan 1, 2017",17,sfo,sea,23,25
253,"Jan 1, 2017",17,sdg,kan,27,37
254,"Jan 1, 2017",17,ram,crd,6,44
255,"Jan 1, 2017",17,den,rai,24,6
256,"Jan 1, 2017",17,det,gnb,24,31
