id,date,week,home,away,homePts,awayPts
146,"Nov 16, 2008",11,kan,nor,20,30
147,"Nov 16, 2008",11,atl,den,20,24
148,"Nov 16, 2008",11,tam,min,19,13
149,"Nov 16, 2008",11,nyg,rav,30,10
150,"Nov 16, 2008",11,mia,rai,17,15
151,"Nov 16, 2008",11,gnb,chi,37,3
152,"Nov 16, 2008",11,clt,htx,33,27
153,"Nov 16, 2008",11,car,det,31,22
154,"Nov 16, 2008",11,cin,phi,13,13
155,"Nov 16, 2008",11,sfo,ram,35,16
156,"Nov 16, 2008",11,sea,crd,20,26
157,"Nov 16, 2008",11,jax,oti,14,24
158,"Nov 16, 2008",11,pit,sdg,11,10
159,"Nov 16, 2008",11,was,dal,10,14
160,"Nov 17, 2008",11,buf,cle,27,29
161,"Nov 20, 2008",12,pit,cin,27,10
162,"Nov 23, 2008",12,ram,chi,3,27
163,"Nov 23, 2008",12,kan,buf,31,54
164,"Nov 23, 2008",12,rav,phi,36,7
165,"Nov 23, 2008",12,oti,nyj,13,34
166,"Nov 23, 2008",12,mia,nwe,28,48
167,"Nov 23, 2008",12,cle,htx,6,16
168,"Nov 23, 2008",12,det,tam,20,38
169,"Nov 23, 2008",12,dal,sfo,35,22
170,"Nov 23, 2008",12,jax,min,12,30
171,"Nov 23, 2008",12,den,rai,10,31
172,"Nov 23, 2008",12,atl,car,45,28
173,"Nov 23, 2008",12,sea,was,17,20
174,"Nov 23, 2008",12,crd,nyg,29,37
175,"Nov 23, 2008",12,sdg,clt,20,23
176,"Nov 24, 2008",12,nor,gnb,51,29
177,"Nov 27, 2008",13,det,oti,10,47
178,"Nov 27, 2008",13,dal,sea,34,9
179,"Nov 27, 2008",13,phi,crd,48,20
180,"Nov 30, 2008",13,ram,mia,12,16
181,"Nov 30, 2008",13,buf,sfo,3,10
182,"Nov 30, 2008",13,tam,nor,23,20
183,"Nov 30, 2008",13,gnb,car,31,35
184,"Nov 30, 2008",13,cle,clt,6,10
185,"Nov 30, 2008",13,cin,rav,3,34
186,"Nov 30, 2008",13,was,nyg,7,23
187,"Nov 30, 2008",13,sdg,atl,16,22
188,"Nov 30, 2008",13,rai,kan,13,20
189,"Nov 30, 2008",13,nyj,den,17,34
190,"Nov 30, 2008",13,nwe,pit,10,33
191,"Nov 30, 2008",13,min,chi,34,14
192,"Dec 1, 2008",13,htx,jax,30,17
193,"Dec 4, 2008",14,sdg,rai,34,7
194,"Dec 7, 2008",14,chi,jax,23,10
195,"Dec 7, 2008",14,nor,atl,29,25
196,"Dec 7, 2008",14,gnb,htx,21,24
197,"Dec 7, 2008",14,clt,cin,35,3
198,"Dec 7, 2008",14,det,min,16,20
199,"Dec 7, 2008",14,oti,cle,28,9
200,"Dec 7, 2008",14,nyg,phi,14,20
201,"Dec 7, 2008",14,buf,mia,3,16
202,"Dec 7, 2008",14,sfo,nyj,24,14
203,"Dec 7, 2008",14,den,kan,24,17
204,"Dec 7, 2008",14,sea,nwe,21,24
205,"Dec 7, 2008",14,crd,ram,34,10
206,"Dec 7, 2008",14,pit,dal,20,13
207,"Dec 7, 2008",14,rav,was,24,10
208,"Dec 8, 2008",14,car,tam,38,23
209,"Dec 11, 2008",15,chi,nor,27,24
210,"Dec 14, 2008",15,ram,sea,20,23
211,"Dec 14, 2008",15,kan,sdg,21,22
212,"Dec 14, 2008",15,nyj,buf,31,27
213,"Dec 14, 2008",15,clt,det,31,21
214,"Dec 14, 2008",15,atl,tam,13,10
215,"Dec 14, 2008",15,mia,sfo,14,9
216,"Dec 14, 2008",15,cin,was,20,13
217,"Dec 14, 2008",15,jax,gnb,20,16
218,"Dec 14, 2008",15,htx,oti,13,12
219,"Dec 14, 2008",15,crd,min,14,35
220,"Dec 14, 2008",15,car,den,30,10
221,"Dec 14, 2008",15,rav,pit,9,13
222,"Dec 14, 2008",15,rai,nwe,26,49
223,"Dec 14, 2008",15,dal,nyg,20,8
224,"Dec 15, 2008",15,phi,cle,30,10
225,"Dec 18, 2008",16,jax,clt,24,31
226,"Dec 20, 2008",16,dal,rav,24,33
227,"Dec 21, 2008",16,ram,sfo,16,17
228,"Dec 21, 2008",16,kan,mia,31,38
229,"Dec 21, 2008",16,tam,sdg,24,41
230,"Dec 21, 2008",16,oti,pit,31,14
231,"Dec 21, 2008",16,nwe,crd,47,7
232,"Dec 21, 2008",16,cle,cin,0,14
233,"Dec 21, 2008",16,det,nor,7,42
234,"Dec 21, 2008",16,rai,htx,27,16
235,"Dec 21, 2008",16,sea,nyj,13,3
236,"Dec 21, 2008",16,den,buf,23,30
237,"Dec 21, 2008",16,min,atl,17,24
238,"Dec 21, 2008",16,was,phi,10,3
239,"Dec 21, 2008",16,nyg,car,34,28
240,"Dec 22, 2008",16,chi,gnb,20,17
241,"Dec 28, 2008",17,cin,kan,16,6
242,"Dec 28, 2008",17,buf,nwe,0,13
243,"Dec 28, 2008",17,atl,ram,31,27
244,"Dec 28, 2008",17,tam,rai,24,31
245,"Dec 28, 2008",17,pit,cle,31,0
246,"Dec 28, 2008",17,gnb,det,31,21
247,"Dec 28, 2008",17,clt,oti,23,0
248,"Dec 28, 2008",17,nor,car,31,33
249,"Dec 28, 2008",17,htx,chi,31,24
250,"Dec 28, 2008",17,min,nyg,20,19
251,"Dec 28, 2008",17,sfo,was,27,24
252,"Dec 28, 2008",17,phi,dal,44,6
253,"Dec 28, 2008",17,crd,sea,34,21
254,"Dec 28, 2008",17,rav,jax,27,7
255,"Dec 28, 2008",17,nyj,mia,17,24
256,"Dec 28, 2008",17,sdg,den,52,21
