id,date,week,home,away,homePts,awayPts
82,"Oct 15, 2017",6,nyj,nwe,17,24
83,"Oct 15, 2017",6,nor,det,52,38
84,"Oct 15, 2017",6,min,gnb,23,10
85,"Oct 15, 2017",6,htx,cle,33,17
86,"Oct 15, 2017",6,crd,tam,38,33
87,"Oct 15, 2017",6,jax,ram,17,27
88,"Oct 15, 2017",6,rai,sdg,16,17
89,"Oct 15, 2017",6,kan,pit,13,19
90,"Oct 15, 2017",6,den,nyg,10,23
91,"Oct 16, 2017",6,oti,clt,36,22
92,"Oct 19, 2017",7,rai,kan,31,30
93,"Oct 22, 2017",7,chi,car,17,3
94,"Oct 22, 2017",7,buf,tam,30,27
95,"Oct 22, 2017",7,ram,crd,33,0
96,"Oct 22, 2017",7,min,rav,24,16
97,"Oct 22, 2017",7,mia,nyj,31,28
98,"Oct 22, 2017",7,gnb,nor,17,26
99,"Oct 22, 2017",7,clt,jax,0,27
100,"Oct 22, 2017",7,cle,oti,9,12
101,"Oct 22, 2017",7,sfo,dal,10,40
102,"Oct 22, 2017",7,sdg,den,21,0
103,"Oct 22, 2017",7,pit,cin,29,14
104,"Oct 22, 2017",7,nyg,sea,7,24
105,"Oct 22, 2017",7,nwe,atl,23,7
106,"Oct 23, 2017",7,phi,was,34,24
107,"Oct 26, 2017",8,rav,mia,40,0
108,"Oct 29, 2017",8,cle,min,16,33
109,"Oct 29, 2017",8,cin,clt,24,23
110,"Oct 29, 2017",8,buf,rai,34,14
111,"Oct 29, 2017",8,tam,car,3,17
112,"Oct 29, 2017",8,phi,sfo,33,10
113,"Oct 29, 2017",8,nyj,atl,20,25
114,"Oct 29, 2017",8,nwe,sdg,21,13
115,"Oct 29, 2017",8,nor,chi,20,12
116,"Oct 29, 2017",8,sea,htx,41,38
117,"Oct 29, 2017",8,was,dal,19,33
118,"Oct 29, 2017",8,det,pit,15,20
119,"Oct 30, 2017",8,kan,den,29,19
120,"Nov 2, 2017",9,nyj,buf,34,21
121,"Nov 5, 2017",9,car,atl,20,17
122,"Nov 5, 2017",9,phi,den,51,23
123,"Nov 5, 2017",9,oti,rav,23,20
124,"Nov 5, 2017",9,nyg,ram,17,51
125,"Nov 5, 2017",9,nor,tam,30,10
126,"Nov 5, 2017",9,jax,cin,23,7
127,"Nov 5, 2017",9,htx,clt,14,20
128,"Nov 5, 2017",9,sfo,crd,10,20
129,"Nov 5, 2017",9,sea,was,14,17
130,"Nov 5, 2017",9,dal,kan,28,17
131,"Nov 5, 2017",9,mia,rai,24,27
132,"Nov 6, 2017",9,gnb,det,17,30
133,"Nov 9, 2017",10,crd,sea,16,22
134,"Nov 12, 2017",10,buf,nor,10,47
135,"Nov 12, 2017",10,was,min,30,38
136,"Nov 12, 2017",10,tam,nyj,15,10
137,"Nov 12, 2017",10,oti,cin,24,20
138,"Nov 12, 2017",10,jax,sdg,20,17
139,"Nov 12, 2017",10,det,cle,38,24
140,"Nov 12, 2017",10,clt,pit,17,20
141,"Nov 12, 2017",10,chi,gnb,16,23
142,"Nov 12, 2017",10,ram,htx,33,7
143,"Nov 12, 2017",10,atl,dal,27,7
144,"Nov 12, 2017",10,sfo,nyg,31,21
145,"Nov 12, 2017",10,den,nwe,16,41
146,"Nov 13, 2017",10,car,mia,45,21
147,"Nov 16, 2017",11,pit,oti,40,17
148,"Nov 19, 2017",11,cle,jax,7,19
149,"Nov 19, 2017",11,chi,det,24,27
150,"Nov 19, 2017",11,nyg,kan,12,9
151,"Nov 19, 2017",11,nor,was,34,31
152,"Nov 19, 2017",11,min,ram,24,7
153,"Nov 19, 2017",11,mia,tam,20,30
154,"Nov 19, 2017",11,htx,crd,31,21
155,"Nov 19, 2017",11,gnb,rav,0,23
156,"Nov 19, 2017",11,sdg,buf,54,24
157,"Nov 19, 2017",11,rai,nwe,8,33
158,"Nov 19, 2017",11,den,cin,17,20
159,"Nov 19, 2017",11,dal,phi,9,37
160,"Nov 20, 2017",11,sea,atl,31,34
161,"Nov 23, 2017",12,det,min,23,30
162,"Nov 23, 2017",12,dal,sdg,6,28
163,"Nov 23, 2017",12,was,nyg,20,10
164,"Nov 26, 2017",12,phi,chi,31,3
165,"Nov 26, 2017",12,nyj,car,27,35
166,"Nov 26, 2017",12,nwe,mia,35,17
167,"Nov 26, 2017",12,kan,buf,10,16
168,"Nov 26, 2017",12,clt,oti,16,20
169,"Nov 26, 2017",12,cin,cle,30,16
170,"Nov 26, 2017",12,atl,tam,34,20
171,"Nov 26, 2017",12,sfo,sea,13,24
172,"Nov 26, 2017",12,ram,nor,26,20
173,"Nov 26, 2017",12,rai,den,21,14
174,"Nov 26, 2017",12,crd,jax,27,24
175,"Nov 26, 2017",12,pit,gnb,31,28
176,"Nov 27, 2017",12,rav,htx,23,16
177,"Nov 30, 2017",13,dal,was,38,14
178,"Dec 3, 2017",13,buf,nwe,3,23
179,"Dec 3, 2017",13,atl,min,9,14
180,"Dec 3, 2017",13,rav,det,44,20
181,"Dec 3, 2017",13,oti,htx,24,13
182,"Dec 3, 2017",13,nyj,kan,38,31
183,"Dec 3, 2017",13,mia,den,35,9
184,"Dec 3, 2017",13,jax,clt,30,10
185,"Dec 3, 2017",13,gnb,tam,26,20
186,"Dec 3, 2017",13,chi,sfo,14,15
187,"Dec 3, 2017",13,sdg,cle,19,10
188,"Dec 3, 2017",13,rai,nyg,24,17
189,"Dec 3, 2017",13,nor,car,31,21
190,"Dec 3, 2017",13,crd,ram,16,32
191,"Dec 3, 2017",13,sea,phi,24,10
192,"Dec 4, 2017",13,cin,pit,20,23
193,"Dec 7, 2017",14,atl,nor,20,17
194,"Dec 10, 2017",14,car,min,31,24
195,"Dec 10, 2017",14,buf,clt,13,7
196,"Dec 10, 2017",14,tam,det,21,24
197,"Dec 10, 2017",14,nyg,dal,10,30
198,"Dec 10, 2017",14,kan,rai,26,15
199,"Dec 10, 2017",14,htx,sfo,16,26
200,"Dec 10, 2017",14,cle,gnb,21,27
201,"Dec 10, 2017",14,cin,chi,7,33
202,"Dec 10, 2017",14,sdg,was,30,13
203,"Dec 10, 2017",14,den,nyj,23,0
204,"Dec 10, 2017",14,crd,oti,12,7
205,"Dec 10, 2017",14,ram,phi,35,43
206,"Dec 10, 2017",14,jax,sea,30,24
207,"Dec 10, 2017",14,pit,rav,39,38
208,"Dec 11, 2017",14,mia,nwe,27,20
209,"Dec 14, 2017",15,clt,den,13,25
210,"Dec 16, 2017",15,det,chi,20,10
211,"Dec 16, 2017",15,kan,sdg,30,13
212,"Dec 17, 2017",15,was,crd,20,15
213,"Dec 17, 2017",15,nyg,phi,29,34
214,"Dec 17, 2017",15,nor,nyj,31,19
215,"Dec 17, 2017",15,min,cin,34,7
216,"Dec 17, 2017",15,jax,htx,45,7
217,"Dec 17, 2017",15,cle,rav,10,27
218,"Dec 17, 2017",15,car,gnb,31,24
219,"Dec 17, 2017",15,buf,mia,24,16
220,"Dec 17, 2017",15,sea,ram,7,42
221,"Dec 17, 2017",15,sfo,oti,25,23
222,"Dec 17, 2017",15,pit,nwe,24,27
223,"Dec 17, 2017",15,rai,dal,17,20
224,"Dec 18, 2017",15,tam,atl,21,24
225,"Dec 23, 2017",16,rav,clt,23,16
226,"Dec 23, 2017",16,gnb,min,0,16
227,"Dec 24, 2017",16,car,tam,22,19
228,"Dec 24, 2017",16,was,den,27,11
229,"Dec 24, 2017",16,oti,ram,23,27
230,"Dec 24, 2017",16,nyj,sdg,7,14
231,"Dec 24, 2017",16,nwe,buf,37,16
232,"Dec 24, 2017",16,nor,atl,23,13
233,"Dec 24, 2017",16,kan,mia,29,13
234,"Dec 24, 2017",16,cin,det,26,17
235,"Dec 24, 2017",16,chi,cle,20,3
236,"Dec 24, 2017",16,sfo,jax,44,33
237,"Dec 24, 2017",16,dal,sea,12,21
238,"Dec 24, 2017",16,crd,nyg,23,0
239,"Dec 25, 2017",16,htx,pit,6,34
240,"Dec 25, 2017",16,phi,rai,19,10
241,"Dec 31, 2017",17,clt,htx,22,13
242,"Dec 31, 2017",17,pit,cle,28,24
243,"Dec 31, 2017",17,phi,dal,0,6
244,"Dec 31, 2017",17,nyg,was,18,10
245,"Dec 31, 2017",17,nwe,nyj,26,6
246,"Dec 31, 2017",17,min,chi,23,10
247,"Dec 31, 2017",17,det,gnb,35,11
248,"Dec 31, 2017",17,den,kan,24,27
249,"Dec 31, 2017",17,atl,car,22,10
250,"Dec 31, 2017",17,tam,nor,31,24
251,"Dec 31, 2017",17,sea,crd,24,26
252,"Dec 31, 2017",17,sdg,rai,30,10
253,"Dec 31, 2017",17,rav,cin,27,31
254,"Dec 31, 2017",17,ram,sfo,13,34
255,"Dec 31, 2017",17,oti,jax,15,10
256,"Dec 31, 2017",17,mia,buf,16,22
