id,date,week,home,away,homePts,awayPts
233,"Dec 24, 2006",16,det,chi,21,26
234,"Dec 24, 2006",16,cle,tam,7,22
235,"Dec 24, 2006",16,nyg,nor,7,30
236,"Dec 24, 2006",16,sfo,crd,20,26
237,"Dec 24, 2006",16,sea,sdg,17,20
238,"Dec 24, 2006",16,den,cin,24,23
239,"Dec 25, 2006",16,dal,phi,7,23
240,"Dec 25, 2006",16,mia,nyj,10,13
241,"Dec 30, 2006",17,was,nyg,28,34
242,"Dec 31, 2006",17,kan,jax,35,30
243,"Dec 31, 2006",17,oti,nwe,23,40
244,"Dec 31, 2006",17,nyj,rai,23,3
245,"Dec 31, 2006",17,htx,cle,14,6
246,"Dec 31, 2006",17,dal,det,31,39
247,"Dec 31, 2006",17,cin,pit,17,23
248,"Dec 31, 2006",17,tam,sea,7,23
249,"Dec 31, 2006",17,nor,car,21,31
250,"Dec 31, 2006",17,min,ram,21,41
251,"Dec 31, 2006",17,phi,atl,24,17
252,"Dec 31, 2006",17,sdg,crd,27,20
253,"Dec 31, 2006",17,clt,mia,27,22
254,"Dec 31, 2006",17,rav,buf,19,7
255,"Dec 31, 2006",17,den,sfo,23,26
256,"Dec 31, 2006",17,chi,gnb,7,26
