id,date,week,home,away,homePts,awayPts
133,"Nov 10, 2002",10,car,nor,24,34
134,"Nov 10, 2002",10,rav,cin,38,27
135,"Nov 10, 2002",10,ram,sdg,28,24
136,"Nov 10, 2002",10,gnb,det,40,14
137,"Nov 10, 2002",10,phi,clt,13,35
138,"Nov 10, 2002",10,oti,htx,17,10
139,"Nov 10, 2002",10,jax,was,26,7
140,"Nov 10, 2002",10,crd,sea,6,27
141,"Nov 10, 2002",10,chi,nwe,30,33
142,"Nov 10, 2002",10,sfo,kan,17,13
143,"Nov 10, 2002",10,nyj,mia,13,10
144,"Nov 11, 2002",10,den,rai,10,34
145,"Nov 17, 2002",11,min,gnb,31,21
146,"Nov 17, 2002",11,clt,dal,20,3
147,"Nov 17, 2002",11,kan,buf,17,16
148,"Nov 17, 2002",11,cin,cle,20,27
149,"Nov 17, 2002",11,htx,jax,21,24
150,"Nov 17, 2002",11,phi,crd,38,14
151,"Nov 17, 2002",11,oti,pit,31,23
152,"Nov 17, 2002",11,nyg,was,19,17
153,"Nov 17, 2002",11,atl,nor,24,17
154,"Nov 17, 2002",11,tam,car,23,10
155,"Nov 17, 2002",11,sdg,sfo,20,17
156,"Nov 17, 2002",11,sea,den,9,31
157,"Nov 17, 2002",11,mia,rav,26,7
158,"Nov 17, 2002",11,det,nyj,14,31
159,"Nov 17, 2002",11,rai,nwe,27,20
160,"Nov 18, 2002",11,ram,chi,21,16
161,"Nov 24, 2002",12,was,ram,20,17
162,"Nov 24, 2002",12,pit,cin,29,21
163,"Nov 24, 2002",12,car,atl,0,41
164,"Nov 24, 2002",12,rav,oti,13,12
165,"Nov 24, 2002",12,nyj,buf,31,13
166,"Nov 24, 2002",12,nwe,min,24,17
167,"Nov 24, 2002",12,nor,cle,15,24
168,"Nov 24, 2002",12,mia,sdg,30,3
169,"Nov 24, 2002",12,chi,det,20,17
170,"Nov 24, 2002",12,dal,jax,21,19
171,"Nov 24, 2002",12,crd,rai,20,41
172,"Nov 24, 2002",12,sea,kan,39,32
173,"Nov 24, 2002",12,tam,gnb,21,7
174,"Nov 24, 2002",12,htx,nyg,16,14
175,"Nov 24, 2002",12,den,clt,20,23
176,"Nov 25, 2002",12,sfo,phi,17,38
177,"Nov 28, 2002",13,det,nwe,12,20
178,"Nov 28, 2002",13,dal,was,27,20
179,"Dec 1, 2002",13,min,atl,24,30
180,"Dec 1, 2002",13,kan,crd,49,0
181,"Dec 1, 2002",13,buf,mia,38,21
182,"Dec 1, 2002",13,gnb,chi,30,20
183,"Dec 1, 2002",13,cin,rav,23,27
184,"Dec 1, 2002",13,nyg,oti,29,32
185,"Dec 1, 2002",13,cle,car,6,13
186,"Dec 1, 2002",13,jax,pit,23,25
187,"Dec 1, 2002",13,clt,htx,19,3
188,"Dec 1, 2002",13,sdg,den,30,27
189,"Dec 1, 2002",13,sfo,sea,31,24
190,"Dec 1, 2002",13,phi,ram,10,3
191,"Dec 1, 2002",13,nor,tam,23,20
192,"Dec 2, 2002",13,rai,nyj,26,20
193,"Dec 8, 2002",14,kan,ram,49,10
194,"Dec 8, 2002",14,tam,atl,34,10
195,"Dec 8, 2002",14,pit,htx,6,24
196,"Dec 8, 2002",14,dal,sfo,27,31
197,"Dec 8, 2002",14,car,cin,52,31
198,"Dec 8, 2002",14,was,nyg,21,27
199,"Dec 8, 2002",14,nwe,buf,27,17
200,"Dec 8, 2002",14,oti,clt,27,17
201,"Dec 8, 2002",14,jax,cle,20,21
202,"Dec 8, 2002",14,sea,phi,20,27
203,"Dec 8, 2002",14,rav,nor,25,37
204,"Dec 8, 2002",14,crd,det,23,20
205,"Dec 8, 2002",14,sdg,rai,7,27
206,"Dec 8, 2002",14,nyj,den,19,13
207,"Dec 8, 2002",14,gnb,min,26,22
208,"Dec 9, 2002",14,mia,chi,27,9
209,"Dec 15, 2002",15,pit,car,30,14
210,"Dec 15, 2002",15,buf,sdg,20,13
211,"Dec 15, 2002",15,phi,was,34,21
212,"Dec 15, 2002",15,mia,rai,23,17
213,"Dec 15, 2002",15,htx,rav,19,23
214,"Dec 15, 2002",15,cle,clt,23,28
215,"Dec 15, 2002",15,cin,jax,15,29
216,"Dec 15, 2002",15,atl,sea,24,30
217,"Dec 15, 2002",15,nor,min,31,32
218,"Dec 15, 2002",15,det,tam,20,23
219,"Dec 15, 2002",15,chi,nyj,20,13
220,"Dec 15, 2002",15,den,kan,31,24
221,"Dec 15, 2002",15,sfo,gnb,14,20
222,"Dec 15, 2002",15,nyg,dal,37,7
223,"Dec 15, 2002",15,ram,crd,30,28
224,"Dec 16, 2002",15,oti,nwe,24,7
225,"Dec 21, 2002",16,min,mia,20,17
226,"Dec 21, 2002",16,crd,sfo,14,17
227,"Dec 21, 2002",16,dal,phi,3,27
228,"Dec 22, 2002",16,kan,sdg,24,22
229,"Dec 22, 2002",16,clt,nyg,27,44
230,"Dec 22, 2002",16,was,htx,26,10
231,"Dec 22, 2002",16,gnb,buf,10,0
232,"Dec 22, 2002",16,cin,nor,20,13
233,"Dec 22, 2002",16,car,chi,24,14
234,"Dec 22, 2002",16,jax,oti,10,28
235,"Dec 22, 2002",16,atl,det,36,15
236,"Dec 22, 2002",16,sea,ram,30,10
237,"Dec 22, 2002",16,rav,cle,13,14
238,"Dec 22, 2002",16,rai,den,28,16
239,"Dec 22, 2002",16,nwe,nyj,17,30
240,"Dec 23, 2002",16,tam,pit,7,17
241,"Dec 28, 2002",17,nyg,phi,10,7
242,"Dec 28, 2002",17,rai,kan,24,0
243,"Dec 29, 2002",17,buf,cin,27,9
244,"Dec 29, 2002",17,was,dal,20,14
245,"Dec 29, 2002",17,pit,rav,34,31
246,"Dec 29, 2002",17,nwe,mia,27,24
247,"Dec 29, 2002",17,nor,car,6,10
248,"Dec 29, 2002",17,det,min,36,38
249,"Dec 29, 2002",17,cle,atl,24,16
250,"Dec 29, 2002",17,htx,oti,3,13
251,"Dec 29, 2002",17,clt,jax,20,13
252,"Dec 29, 2002",17,sdg,sea,28,31
253,"Dec 29, 2002",17,nyj,gnb,42,17
254,"Dec 29, 2002",17,den,crd,37,7
255,"Dec 29, 2002",17,chi,tam,0,15
256,"Dec 30, 2002",17,ram,sfo,31,20
