id,date,week,home,away,homePts,awayPts,homeWinProb
1,"Sep 9, 2010",1,nor,min,14,9,0.6462461217490391
2,"Sep 12, 2010",1,chi,det,19,14,0.6729297071117306
3,"Sep 12, 2010",1,buf,mia,10,15,0.41760095905840955
4,"Sep 12, 2010",1,tam,cle,17,14,0.6659292086281474
5,"Sep 12, 2010",1,pit,atl,15,9,0.6864843343420061
6,"Sep 12, 2010",1,oti,rai,38,13,0.5484906418586492
7,"Sep 12, 2010",1,nwe,cin,38,24,0.8998854876277468
8,"Sep 12, 2010",1,htx,clt,34,24,0.42603096686120673
9,"Sep 12, 2010",1,jax,den,24,17,0.7026281094923166
10,"Sep 12, 2010",1,nyg,car,31,18,0.8927933871776633
11,"Sep 12, 2010",1,ram,crd,13,17,0.6801355797315455
12,"Sep 12, 2010",1,sea,sfo,31,6,0.593387609252505
13,"Sep 12, 2010",1,phi,gnb,20,27,0.29943351718644423
14,"Sep 12, 2010",1,was,dal,13,7,0.5476078800181432
15,"Sep 13, 2010",1,nyj,rav,9,10,0.5587706852495462
16,"Sep 13, 2010",1,kan,sdg,21,14,0.4588726202397096
17,"Sep 19, 2010",2,cin,rav,15,10,0.24385860852690333
18,"Sep 19, 2010",2,oti,pit,11,19,0.21352593629391098
19,"Sep 19, 2010",2,gnb,buf,34,7,0.9119671599485373
20,"Sep 19, 2010",2,det,phi,32,35,0.4837021796191193
21,"Sep 19, 2010",2,cle,kan,14,16,0.5487848427476838
22,"Sep 19, 2010",2,car,tam,7,20,0.20161864482228287
23,"Sep 19, 2010",2,atl,crd,41,7,0.9066287837332658
24,"Sep 19, 2010",2,min,mia,10,14,0.4946648424113229
25,"Sep 19, 2010",2,dal,chi,20,27,0.33623660199310934
26,"Sep 19, 2010",2,rai,ram,16,14,0.6634922872510429
27,"Sep 19, 2010",2,den,sea,31,14,0.4365425960797292
28,"Sep 19, 2010",2,was,htx,27,30,0.5549566256735754
29,"Sep 19, 2010",2,sdg,jax,38,13,0.6867476878447429
30,"Sep 19, 2010",2,nyj,nwe,28,14,0.43829910828486973
31,"Sep 19, 2010",2,clt,nyg,38,14,0.5165939749615386
32,"Sep 20, 2010",2,sfo,nor,22,25,0.3278750035806146
33,"Sep 26, 2010",3,car,cin,7,20,0.30357608558158433
34,"Sep 26, 2010",3,rav,cle,24,17,0.827119353936939
35,"Sep 26, 2010",3,nyg,oti,10,29,0.6982394384545827
36,"Sep 26, 2010",3,nwe,buf,38,30,0.9113722438269334
37,"Sep 26, 2010",3,htx,dal,13,27,0.5490790168411505
38,"Sep 26, 2010",3,tam,pit,13,38,0.29506034276166304
39,"Sep 26, 2010",3,nor,atl,24,27,0.4377134673856624
40,"Sep 26, 2010",3,kan,sfo,31,10,0.6643053639686837
41,"Sep 26, 2010",3,min,det,24,10,0.4905158861863701
42,"Sep 26, 2010",3,ram,was,30,16,0.47482218668064785
43,"Sep 26, 2010",3,jax,phi,3,28,0.3526494559240654
44,"Sep 26, 2010",3,crd,rai,24,23,0.32119382764263016
45,"Sep 26, 2010",3,den,clt,13,27,0.2621488531984594
46,"Sep 26, 2010",3,sea,sdg,27,20,0.38543063529973687
47,"Sep 26, 2010",3,mia,nyj,23,31,0.33786453935540983
48,"Sep 27, 2010",3,chi,gnb,20,17,0.3435860718622551
49,"Oct 3, 2010",4,ram,sea,20,3,0.5325684521642504
50,"Oct 3, 2010",4,cle,cin,23,20,0.5701788204935916
51,"Oct 3, 2010",4,buf,nyj,14,38,0.2211716286684765
52,"Oct 3, 2010",4,pit,rav,14,17,0.6210870663285324
53,"Oct 3, 2010",4,oti,den,20,26,0.7400246716188774
54,"Oct 3, 2010",4,gnb,det,28,26,0.83955304331318
55,"Oct 3, 2010",4,atl,sfo,16,14,0.8480922687367249
56,"Oct 3, 2010",4,nor,car,16,14,0.8764790838478747
57,"Oct 3, 2010",4,rai,htx,24,31,0.5844283634536545
58,"Oct 3, 2010",4,jax,clt,31,28,0.4025819489400951
59,"Oct 3, 2010",4,sdg,crd,41,10,0.8318288245888172
60,"Oct 3, 2010",4,phi,was,12,17,0.7275863644026568
61,"Oct 3, 2010",4,nyg,chi,17,3,0.4949612238300824
62,"Oct 4, 2010",4,mia,nwe,14,41,0.23715296496216326
63,"Oct 10, 2010",5,det,ram,44,6,0.7349386975915343
64,"Oct 10, 2010",5,buf,jax,26,36,0.5473135735470616
65,"Oct 10, 2010",5,was,gnb,16,13,0.16117244914183826
66,"Oct 10, 2010",5,rav,den,31,17,0.9211941948357815
67,"Oct 10, 2010",5,cin,tam,21,24,0.42865425425248027
68,"Oct 10, 2010",5,car,chi,6,23,0.13301693478433024
69,"Oct 10, 2010",5,htx,nyg,10,34,0.38713632419170535
70,"Oct 10, 2010",5,clt,kan,19,9,0.6667399699697352
71,"Oct 10, 2010",5,cle,atl,10,20,0.31509777973955005
72,"Oct 10, 2010",5,crd,nor,30,20,0.23032405629559843
73,"Oct 10, 2010",5,rai,sdg,35,27,0.4715690866898766
74,"Oct 10, 2010",5,dal,oti,27,34,0.5434852822096683
75,"Oct 10, 2010",5,sfo,phi,24,27,0.28741561435829044
76,"Oct 11, 2010",5,nyj,min,29,20,0.8043880743704301
77,"Oct 17, 2010",6,ram,sdg,20,17,0.36263290667163406
78,"Oct 17, 2010",6,gnb,mia,20,23,0.8420754372750268
79,"Oct 17, 2010",6,chi,sea,20,23,0.8088715939171552
80,"Oct 17, 2010",6,tam,nor,6,31,0.5414221984352134
81,"Oct 17, 2010",6,pit,cle,28,10,0.8663432773445493
82,"Oct 17, 2010",6,phi,atl,31,17,0.4834060250384616
83,"Oct 17, 2010",6,nwe,rav,23,20,0.6718565815887922
84,"Oct 17, 2010",6,nyg,det,28,20,0.6154213811543839
85,"Oct 17, 2010",6,htx,kan,35,31,0.540832538462832
86,"Oct 17, 2010",6,den,nyj,20,24,0.12813005903239394
87,"Oct 17, 2010",6,sfo,rai,17,9,0.4315727144023656
88,"Oct 17, 2010",6,min,dal,24,21,0.5928110126600883
89,"Oct 17, 2010",6,was,clt,24,27,0.42457499036529944
90,"Oct 18, 2010",6,jax,oti,3,30,0.5121507864058435
91,"Oct 24, 2010",7,tam,ram,18,17,0.7445825118954831
92,"Oct 24, 2010",7,rav,buf,37,34,0.8522465456587027
93,"Oct 24, 2010",7,oti,phi,37,19,0.3948384759645023
94,"Oct 24, 2010",7,nor,cle,17,30,0.6796040931373455
95,"Oct 24, 2010",7,mia,pit,22,23,0.2813680979019828
96,"Oct 24, 2010",7,car,sfo,23,20,0.3874208186609286
97,"Oct 24, 2010",7,kan,jax,42,20,0.5954040955563606
98,"Oct 24, 2010",7,chi,was,14,17,0.7669576587643088
99,"Oct 24, 2010",7,atl,cin,39,32,0.7881997746004922
100,"Oct 24, 2010",7,sea,crd,22,10,0.7013403522158309
101,"Oct 24, 2010",7,sdg,nwe,20,23,0.24269521130285238
102,"Oct 24, 2010",7,den,rai,14,59,0.3520977094547956
103,"Oct 24, 2010",7,gnb,min,28,24,0.876630695844518
104,"Oct 25, 2010",7,dal,nyg,35,41,0.39426649372048916
105,"Oct 31, 2010",8,ram,car,20,10,0.727092630990134
106,"Oct 31, 2010",8,det,was,37,25,0.6637633980068907
107,"Oct 31, 2010",8,nyj,gnb,0,9,0.4368352622006985
108,"Oct 31, 2010",8,dal,jax,17,35,0.587323480835378
109,"Oct 31, 2010",8,cin,mia,14,22,0.4444562556060242
110,"Oct 31, 2010",8,sfo,den,24,16,0.6365307966323592
111,"Oct 31, 2010",8,kan,buf,13,10,0.604303125879543
112,"Oct 31, 2010",8,sdg,oti,33,25,0.6462461217490391
113,"Oct 31, 2010",8,crd,tam,35,38,0.24199861787136584
114,"Oct 31, 2010",8,rai,sea,33,3,0.6412610943069124
115,"Oct 31, 2010",8,nwe,min,28,18,0.8758713310811711
116,"Oct 31, 2010",8,nor,pit,20,10,0.30826681009647056
117,"Nov 1, 2010",8,clt,htx,30,17,0.6809321164410307
118,"Nov 7, 2010",9,buf,chi,19,22,0.2999499346745602
119,"Nov 7, 2010",9,atl,tam,27,21,0.6838455875672329
120,"Nov 7, 2010",9,rav,mia,26,10,0.7568397907032206
121,"Nov 7, 2010",9,htx,sdg,23,29,0.443282384984061
122,"Nov 7, 2010",9,cle,nwe,34,14,0.16798452950338927
123,"Nov 7, 2010",9,det,nyj,20,23,0.3416748298345029
124,"Nov 7, 2010",9,car,nor,3,34,0.19112840608284476
125,"Nov 7, 2010",9,min,crd,27,24,0.7847401867060495
126,"Nov 7, 2010",9,sea,nyg,7,41,0.33164084574269
127,"Nov 7, 2010",9,rai,kan,23,20,0.5690112818327934
128,"Nov 7, 2010",9,phi,clt,26,24,0.6077336415586012
129,"Nov 7, 2010",9,gnb,dal,45,7,0.8945656083970557
130,"Nov 8, 2010",9,cin,pit,21,27,0.19479202445911276
131,"Nov 11, 2010",10,atl,rav,26,21,0.4857755043104218
132,"Nov 14, 2010",10,chi,min,27,13,0.7302939422269439
133,"Nov 14, 2010",10,buf,det,14,12,0.4135445633172094
134,"Nov 14, 2010",10,tam,car,31,16,0.8685733008175255
135,"Nov 14, 2010",10,mia,oti,29,17,0.639594006598382
136,"Nov 14, 2010",10,clt,cin,23,17,0.6862208857459234
137,"Nov 14, 2010",10,cle,nyj,20,26,0.25303550659606333
138,"Nov 14, 2010",10,jax,htx,31,24,0.5325684521642504
139,"Nov 14, 2010",10,den,kan,49,29,0.3640270964921603
140,"Nov 14, 2010",10,sfo,ram,23,20,0.5428959468382093
141,"Nov 14, 2010",10,nyg,dal,20,33,0.7095377469134037
142,"Nov 14, 2010",10,crd,sea,18,36,0.40344475954286896
143,"Nov 14, 2010",10,pit,nwe,26,39,0.5020748360005788
144,"Nov 15, 2010",10,was,phi,28,59,0.3738359285703988
145,"Nov 18, 2010",11,mia,chi,0,16,0.430696776541442
146,"Nov 21, 2010",11,cin,buf,31,49,0.5832690226516072
147,"Nov 21, 2010",11,pit,rai,35,3,0.8549734038206548
148,"Nov 21, 2010",11,dal,det,35,19,0.4535695011967857
149,"Nov 21, 2010",11,oti,was,16,19,0.5780431627435413
150,"Nov 21, 2010",11,nyj,htx,30,27,0.8336892807264539
151,"Nov 21, 2010",11,kan,crd,31,13,0.763076443180614
152,"Nov 21, 2010",11,jax,cle,24,20,0.5245861538107612
153,"Nov 21, 2010",11,car,rav,13,37,0.08850853401222536
154,"Nov 21, 2010",11,min,gnb,3,31,0.19092611821548333
155,"Nov 21, 2010",11,sfo,tam,0,21,0.3416748298345029
156,"Nov 21, 2010",11,ram,atl,17,34,0.23876223405578878
157,"Nov 21, 2010",11,nor,sea,34,19,0.7373668798163088
158,"Nov 21, 2010",11,nwe,clt,31,28,0.8257857846564031
159,"Nov 21, 2010",11,phi,nyg,27,17,0.5687193024937098
160,"Nov 22, 2010",11,sdg,den,35,14,0.8096799569457771
161,"Nov 25, 2010",12,det,nwe,24,45,0.24037745896189433
162,"Nov 25, 2010",12,dal,nor,27,30,0.4269050383338866
163,"Nov 25, 2010",12,nyj,cin,26,10,0.8373701553029886
164,"Nov 28, 2010",12,was,min,13,17,0.5106693610600082
165,"Nov 28, 2010",12,nyg,jax,24,20,0.7359113373704428
166,"Nov 28, 2010",12,htx,oti,20,0,0.5361121325542867
167,"Nov 28, 2010",12,buf,pit,16,19,0.17651549844467396
168,"Nov 28, 2010",12,atl,gnb,20,17,0.365981985928669
169,"Nov 28, 2010",12,cle,car,24,23,0.7975442567254944
170,"Nov 28, 2010",12,rai,mia,17,33,0.47866890774804904
171,"Nov 28, 2010",12,sea,kan,24,42,0.48162929551895783
172,"Nov 28, 2010",12,rav,tam,17,10,0.7441047133608927
173,"Nov 28, 2010",12,chi,phi,31,26,0.6045893150412011
174,"Nov 28, 2010",12,den,ram,33,36,0.46034704973110324
175,"Nov 28, 2010",12,clt,sdg,14,36,0.5736777161354427
176,"Nov 29, 2010",12,crd,sfo,6,27,0.4403499074421343
177,"Dec 2, 2010",13,phi,htx,34,24,0.7263511997760081
178,"Dec 5, 2010",13,nyg,was,31,7,0.7171257942110163
179,"Dec 5, 2010",13,mia,cle,10,13,0.6512061980336308
180,"Dec 5, 2010",13,gnb,sfo,34,16,0.9348232780935574
181,"Dec 5, 2010",13,cin,nor,30,34,0.4138340055126258
182,"Dec 5, 2010",13,oti,jax,6,17,0.6000036212723125
183,"Dec 5, 2010",13,kan,den,10,6,0.7361542128825518
184,"Dec 5, 2010",13,det,chi,20,24,0.4347873342498893
185,"Dec 5, 2010",13,min,buf,38,14,0.6317795895156102
186,"Dec 5, 2010",13,sdg,rai,13,28,0.6387594641854714
187,"Dec 5, 2010",13,clt,dal,35,38,0.6742691051658665
188,"Dec 5, 2010",13,crd,ram,6,19,0.4269050383338866
