id,rating
kan,30.38
rav,28.16
sfo,27.67
nor,25.78
oti,24.76
nwe,24.67
gnb,24.63
min,24.06
ram,23.16
sea,22.13
dal,21.95
atl,21.80
htx,21.39
phi,20.49
chi,20.49
buf,19.97
pit,19.85
tam,19.79
den,19.78
sdg,18.74
clt,17.84
cle,17.23
nyj,17.04
jax,17.01
crd,16.97
rai,15.68
car,15.21
det,14.23
cin,13.30
mia,12.63
nyg,12.56
was,10.66
