id,rating
sea,30.09
sfo,30.07
den,29.47
nwe,28.73
rav,27.73
gnb,27.23
atl,26.54
nyg,25.45
chi,25.41
htx,24.29
cin,22.92
min,22.53
was,22.45
nor,21.20
car,20.87
ram,20.50
pit,20.44
dal,20.38
tam,20.11
sdg,17.71
mia,17.32
det,16.95
clt,16.30
crd,16.07
cle,15.19
buf,14.24
nyj,13.70
phi,11.67
oti,11.11
rai,10.38
jax,6.74
kan,6.20
