id,rating
nwe,28.42
kan,27.67
ram,26.40
nor,26.18
chi,25.63
sdg,25.32
rav,25.30
clt,24.38
pit,24.28
sea,24.20
htx,23.35
phi,22.94
dal,21.49
min,21.27
oti,21.26
cle,20.64
car,20.41
atl,19.18
den,18.25
det,18.12
gnb,17.31
nyg,17.20
tam,16.71
jax,16.63
cin,16.51
was,15.60
sfo,15.05
buf,14.28
rai,12.65
mia,12.19
nyj,11.80
crd,9.36
