id,rating
phi,29.35
nwe,28.93
nor,26.45
min,26.14
atl,25.06
pit,25.05
jax,23.98
car,23.72
ram,23.65
kan,23.49
sdg,23.02
rav,22.86
dal,22.70
sea,22.18
det,21.89
tam,18.91
was,18.66
gnb,18.49
oti,18.24
buf,17.80
chi,17.57
crd,17.53
sfo,17.29
rai,17.07
cin,16.59
den,15.73
mia,15.51
nyg,14.19
htx,13.86
nyj,13.70
clt,11.89
cle,8.53
