id,rating
sea,28.56
den,28.44
car,28.09
kan,27.62
crd,27.12
cin,26.44
nwe,26.34
pit,25.96
gnb,25.78
min,23.95
nyj,21.15
buf,20.51
det,19.83
htx,19.38
was,18.74
ram,18.51
rai,18.49
atl,18.06
phi,17.99
rav,17.86
chi,17.58
nyg,17.48
clt,17.29
sdg,16.61
mia,16.12
nor,15.98
dal,15.39
sfo,14.90
tam,13.43
cle,13.34
jax,12.97
oti,10.08
