id,rating
nwe,28.43
clt,27.64
oti,27.11
kan,25.02
phi,24.81
car,23.75
mia,23.64
gnb,23.28
ram,23.04
den,22.35
rav,21.70
sea,21.57
dal,21.12
tam,20.74
nor,20.71
min,20.63
sfo,19.80
buf,19.68
nyj,19.63
jax,18.28
cin,17.55
htx,17.42
pit,17.29
chi,16.92
was,16.76
atl,16.20
cle,15.77
det,14.88
nyg,14.75
rai,13.89
sdg,13.37
crd,12.27
