id,rating
nwe,29.48
nor,28.87
sfo,28.28
nyg,28.10
gnb,27.60
rav,26.61
phi,25.03
htx,24.69
pit,24.56
det,23.73
nyj,22.62
dal,22.13
mia,21.35
sdg,20.78
atl,20.53
chi,19.89
sea,19.88
oti,19.42
cin,19.03
buf,18.38
crd,18.15
car,17.41
was,16.51
den,16.42
rai,16.27
jax,14.19
kan,14.07
cle,13.77
min,13.40
tam,10.79
ram,9.21
clt,8.86
